epoch,train_loss,valid_loss,accuracy,error_rate,time
0,0.2543155550956726,0.5045190453529358,0.8421052694320679,0.15789473056793213,00:01
1,0.2239934355020523,0.4558509886264801,0.8947368264198303,0.10526315867900848,00:01
2,0.15652500092983246,0.44528278708457947,0.8421052694320679,0.15789473056793213,00:01
3,0.1307487189769745,0.4973105788230896,0.8421052694320679,0.15789473056793213,00:02
4,0.1608646810054779,0.4851486384868622,0.8421052694320679,0.15789473056793213,00:02
